transaction_id,user_id,bank_timestamp,local_timestamp,location,ip_address,device_id,network_type,type,amount,account_id,balance_before,granted,balance_after,merchant_name,recipient_id,recipient_bank,behavior_type,fraud_label
TXN-4658db2da0,USER-bf6bb734,2025-03-14T13:53:48+00:00,2025-03-14T09:53:48-04:00,"New York, USA",73.56.146.21,Samsung Galaxy S22,Cellular,Withdrawal,398.92,ACC-e74b592f,2030.81,True,1631.89,,,,Card Skimming,1
TXN-ee34567f26,USER-623811b4,2025-03-14T13:58:48+00:00,2025-03-14T14:58:48+01:00,"Madrid, Spain",213.97.137.181,iPhone-13,Cellular,Purchase,217.9,ACC-03def8c2,3745.01,True,3527.11,Walmart,,,Card Skimming,1
TXN-c59bacd279,USER-623811b4,2025-03-14T14:58:48+00:00,2025-03-14T15:58:48+01:00,"Paris, France",81.253.12.34,Samsung Galaxy S22,Wi-Fi,Withdrawal,250.0,ACC-03def8c2,3527.11,True,3277.11,,,,Card Skimming,1
TXN-bbbe746229,USER-623811b4,2025-03-14T16:00:00+00:00,2025-03-14T17:00:00+01:00,"Berlin, Germany",81.253.12.35,iPhone-13,Wi-Fi,Purchase,300.0,ACC-03def8c2,3277.11,True,2977.11,Amazon,,,Card Skimming,1
TXN-138b146750,USER-623811b4,2025-03-14T17:00:00+00:00,2025-03-14T18:00:00+01:00,"London, UK",81.253.12.36,iPhone-13,Wi-Fi,Purchase,450.0,ACC-03def8c2,2977.11,True,2527.11,Amazon,,,Card Skimming,1
TXN-8343376e46,USER-29d0564b,2025-03-14T13:55:48+00:00,2025-03-14T14:55:48+01:00,"Madrid, Spain",213.97.9.202,iPhone-13,Wi-Fi,Purchase,471.21,ACC-52f66ab4,1686.02,True,1214.81,Walmart,,,Card Skimming,1
TXN-43dc16d93f,USER-29d0564b,2025-03-14T14:30:00+00:00,2025-03-14T15:30:00+01:00,"Berlin, Germany",81.169.145.202,Samsung Galaxy S22,Cellular,Withdrawal,450.0,ACC-52f66ab4,1214.81,True,764.81,,,,Card Skimming,1
TXN-5e1b625497,USER-c4c21bf9,2025-03-14T13:52:48+00:00,2025-03-14T10:52:48-03:00,"São Paulo, Brazil",200.98.130.172,iPhone-14,Public Wi-Fi (Secured),Transfer In,96619.63,ACC-cd9b9adc,55075.31,True,151694.94,,,,Money Laundering,1
TXN-f490eab0da,USER-c4c21bf9,2025-03-15T10:30:00+00:00,2025-03-15T07:30:00-03:00,"Zurich, Switzerland",81.123.45.67,Samsung Galaxy S22,Secure VPN Connection,Transfer Out,50000.0,ACC-cd9b9adc,151694.94,True,101694.94,,ACC-12345678,UBS,Money Laundering,1
TXN-326212e2ad,USER-c4c21bf9,2025-03-16T12:45:00+00:00,2025-03-16T09:45:00-03:00,"Buenos Aires, Argentina",200.123.45.67,Lenovo ThinkPad,Cellular,Withdrawal,25000.0,ACC-cd9b9adc,101694.94,True,76694.94,,,,Money Laundering,1
TXN-d1e5d6b9d6,USER-c4c21bf9,2025-03-17T15:00:00+00:00,2025-03-17T12:00:00-03:00,"Geneva, Switzerland",81.123.45.68,Samsung Galaxy S22,Secure VPN Connection,Transfer Out,30000.0,ACC-cd9b9adc,76694.94,True,46694.94,,ACC-98765432,Credit Suisse,Money Laundering,1
TXN-902c84b608,USER-4cf377cb,2025-03-14T13:56:48+00:00,2025-03-14T14:56:48+01:00,"Madrid, Spain",213.97.219.15,Samsung Galaxy S22,Public Wi-Fi (Secured),Transfer In,39357.73,ACC-3e3effac,76850.04,True,116207.77,,,,Money Laundering,1
TXN-fe93c9d6fa,USER-4cf377cb,2025-03-14T14:30:00+00:00,2025-03-14T15:30:00+01:00,"Zurich, Switzerland",81.123.45.67,iPhone-14,Secure VPN Connection,Transfer Out,50000.0,ACC-3e3effac,116207.77,True,66207.77,,ACC-12345678,UBS,Money Laundering,1
TXN-c773a2738e,USER-4cf377cb,2025-03-14T16:00:00+00:00,2025-03-14T17:00:00+01:00,"Geneva, Switzerland",81.123.45.68,Lenovo ThinkPad,Secure VPN Connection,Transfer Out,20000.0,ACC-3e3effac,66207.77,True,46207.77,,ACC-98765432,Credit Suisse,Money Laundering,1
TXN-c1e34a54ab,USER-6dd52646,2025-03-14T13:52:48+00:00,2025-03-14T21:52:48+08:00,"Shanghai, China",203.195.62.199,iPhone-13,Cellular,Purchase,392.37,ACC-cdcc3260,4818.66,True,4426.29,7-Eleven,,,Card Skimming,1
TXN-bf896e083f,USER-08a6ea89,2025-03-14T14:00:48+00:00,2025-03-14T07:00:48-07:00,"Los Angeles, USA",172.58.124.59,Samsung Galaxy S22,Cellular,Withdrawal,443.22,ACC-c302c978,1716.75,True,1273.53,,,,Card Skimming,1
TXN-23157cfc8a,USER-08a6ea89,2025-03-14T15:15:00+00:00,2025-03-14T08:15:00-07:00,"Los Angeles, USA",73.56.201.89,Samsung Galaxy S22,Cellular,Purchase,450.0,ACC-c302c978,1273.53,True,823.53,Amazon,,,Card Skimming,1
TXN-85c56e8178,USER-08a6ea89,2025-03-14T16:30:00+00:00,2025-03-14T09:30:00-07:00,"Los Angeles, USA",73.56.201.89,Samsung Galaxy S22,Cellular,Purchase,475.0,ACC-c302c978,823.53,True,348.53,Walmart,,,Card Skimming,1
TXN-b373528747,USER-40075f1d,2025-03-14T13:59:48+00:00,2025-03-14T14:59:48+01:00,"Madrid, Spain",213.97.3.47,Lenovo ThinkPad,Secure VPN Connection,Withdrawal,83718.9,ACC-f178b41b,137373.26,True,53654.36,,,,Money Laundering,1
TXN-1e0b14d2a0,USER-40075f1d,2025-03-15T10:30:00+00:00,2025-03-15T11:30:00+01:00,"Zurich, Switzerland",81.2.3.4,iPhone-14,Secure VPN Connection,Transfer Out,50000.0,ACC-de955dcd,245240.1,True,195240.1,,ACC-12345678,UBS,Money Laundering,1
TXN-a602189025,USER-e0d2ce66,2025-03-14T13:59:48+00:00,2025-03-14T14:59:48+01:00,"Madrid, Spain",213.97.28.106,Lenovo ThinkPad,Cellular,Transfer Out,10454.58,ACC-b4d9db8f,79214.84,True,68760.26,,ACC-12345678,HSBC,Money Laundering,1
TXN-26ce54c1ef,USER-7d72bf50,2025-03-14T13:57:48+00:00,2025-03-14T14:57:48+01:00,"Rome, Italy",151.13.67.249,iPhone-13,Cellular,Purchase,363.51,ACC-c820c4c2,1532.92,True,1169.41,Walmart,,,Card Skimming,1
TXN-3e7d8a5198,USER-49a00332,2025-03-14T13:52:48+00:00,2025-03-14T14:52:48+01:00,"Berlin, Germany",88.99.109.56,Samsung Galaxy S22,Public Wi-Fi (Secured),Transfer In,7327.52,ACC-815b1f28,865817.14,True,873144.66,,,,Money Laundering,1
TXN-6887a12197,USER-49a00332,2025-03-15T10:30:00+00:00,2025-03-15T11:30:00+01:00,"Zurich, Switzerland",81.217.109.56,iPhone-14,Secure VPN Connection,Transfer Out,15000.0,ACC-815b1f28,873144.66,True,858144.66,,ACC-12345678,UBS,Money Laundering,1
TXN-b81efd3a72,USER-49a00332,2025-03-15T15:00:00+00:00,2025-03-15T16:00:00+01:00,"London, United Kingdom",81.217.109.56,Lenovo ThinkPad,Secure VPN Connection,Transfer Out,25000.0,ACC-815b1f28,858144.66,True,833144.66,,ACC-98765432,Credit Suisse,Money Laundering,1
TXN-a74afc363c,USER-a3c3ba0a,2025-03-14T13:57:48+00:00,2025-03-14T14:57:48+01:00,"Madrid, Spain",213.97.205.115,Samsung Galaxy S22,Cellular,Withdrawal,254.7,ACC-8c3ab677,596.75,True,342.05,,,,Card Skimming,1
TXN-7dd7564789,USER-a3c3ba0a,2025-03-14T15:15:00+00:00,2025-03-14T16:15:00+01:00,"Berlin, Germany",81.169.145.25,iPhone-13,Wi-Fi,Purchase,450.0,ACC-8c3ab677,342.05,False,342.05,Amazon,,,Card Skimming,1
TXN-28d800b52f,USER-a3c3ba0a,2025-03-14T16:30:00+00:00,2025-03-14T17:30:00+01:00,"Paris, France",81.169.145.26,iPhone-13,Wi-Fi,Purchase,400.0,ACC-8c3ab677,342.05,False,342.05,Amazon,,,Card Skimming,1
TXN-b999715bc7,USER-a3c3ba0a,2025-03-14T17:45:00+00:00,2025-03-14T18:45:00+01:00,"London, UK",81.169.145.27,iPhone-13,Wi-Fi,Purchase,450.0,ACC-8c3ab677,342.05,False,342.05,Amazon,,,Card Skimming,1
TXN-0fb9f8868d,USER-a3c3ba0a,2025-03-14T18:00:00+00:00,2025-03-14T19:00:00+01:00,"Berlin, Germany",81.169.145.28,iPhone-13,Wi-Fi,Purchase,450.0,ACC-8c3ab677,342.05,False,342.05,Amazon,,,Card Skimming,1
TXN-d91aaffbf2,USER-82f5cc67,2025-03-14T13:52:48+00:00,2025-03-14T14:52:48+01:00,"Paris, France",51.75.200.88,Samsung Galaxy S22,Cellular,Withdrawal,365.91,ACC-f7f657ec,1178.13,True,812.22,,,,Card Skimming,1
TXN-1b6c398cfc,USER-82f5cc67,2025-03-14T14:30:00+00:00,2025-03-14T15:30:00+01:00,"Berlin, Germany",81.217.100.50,iPhone-13,Wi-Fi,Purchase,450.0,ACC-f7f657ec,812.22,True,362.22,Amazon,,,Card Skimming,1
TXN-1903b5dcdf,USER-82f5cc67,2025-03-14T15:45:00+00:00,2025-03-14T16:45:00+01:00,"London, UK",81.217.100.51,iPhone-13,Wi-Fi,Purchase,400.0,ACC-f7f657ec,362.22,False,362.22,Walmart,,,Card Skimming,1
TXN-851ef70c11,USER-4d0a7622,2025-03-14T13:53:48+00:00,2025-03-14T22:53:48+09:00,"Tokyo, Japan",210.153.198.77,Samsung Galaxy S22,Wi-Fi,Withdrawal,65.3,ACC-f6de9e8c,706.29,True,640.99,,,,Card Skimming,1
TXN-4e22f8ed71,USER-4d0a7622,2025-03-14T14:30:00+00:00,2025-03-14T23:30:00+09:00,"Tokyo, Japan",210.153.198.77,Samsung Galaxy S22,Wi-Fi,Purchase,150.0,ACC-f6de9e8c,640.99,True,490.99,7-Eleven,,,Card Skimming,1
TXN-f020c3ea18,USER-4d0a7622,2025-03-14T15:00:00+00:00,2025-03-14T23:00:00+08:00,"Beijing, China",202.108.22.5,iPhone-13,Cellular,Purchase,250.0,ACC-f6de9e8c,490.99,True,240.99,Amazon,,,Card Skimming,1
TXN-8e6649fe24,USER-4d0a7622,2025-03-14T16:00:00+00:00,2025-03-14T17:00:00+01:00,"Paris, France",81.253.24.12,iPhone-13,Wi-Fi,Purchase,300.0,ACC-f6de9e8c,240.99,False,240.99,Amazon,,,Card Skimming,1
TXN-49e31c28c4,USER-4d0a7622,2025-03-14T17:00:00+00:00,2025-03-14T18:00:00+01:00,"Berlin, Germany",81.253.24.13,iPhone-13,Wi-Fi,Purchase,200.0,ACC-f6de9e8c,240.99,True,40.99,Amazon,,,Card Skimming,1
TXN-bc3f360328,USER-4d0a7622,2025-03-14T18:00:00+00:00,2025-03-14T19:00:00+01:00,"Berlin, Germany",81.253.24.14,iPhone-13,Wi-Fi,Purchase,150.0,ACC-f6de9e8c,40.99,False,40.99,Amazon,,,Card Skimming,1
TXN-eb9028809c,USER-406c90ee,2025-03-14T14:00:48+00:00,2025-03-14T15:00:48+01:00,"Madrid, Spain",213.97.108.16,iPhone-14,Public Wi-Fi (Secured),Transfer In,63698.2,ACC-37c9ab3d,239000.62,True,302698.82,,,,Money Laundering,1
TXN-5ab29b72bd,USER-c7beeb9f,2025-03-14T13:54:48+00:00,2025-03-14T22:54:48+09:00,"Tokyo, Japan",210.153.215.147,MacBook Pro,Wi-Fi,Transfer Out,9946.01,ACC-fdcef5e8,34808.78,True,24862.77,,ACC-836gfu98,Chase Bank,Business Owner,0
TXN-5b8bac5e37,USER-c7beeb9f,2025-03-14T16:18:48+00:00,2025-03-15T01:18:48+09:00,"Paris, France",51.75.49.144,MacBook Pro,Cellular,Transfer In,9260.66,ACC-dcb7c44d,3099.53,True,12360.19,,,,Business Owner,0
TXN-925b80abfc,USER-c7beeb9f,2025-03-14T18:42:48+00:00,2025-03-15T03:42:48+09:00,"Chicago, USA",98.23.90.211,MacBook Pro,Ethernet,Transfer In,8267.74,ACC-fdcef5e8,24862.77,True,33130.51,,,,Business Owner,0
TXN-e9450a40a0,USER-06f3e8f4,2025-03-14T13:52:48+00:00,2025-03-14T22:52:48+09:00,"Seoul, South Korea",121.254.40.231,MacBook Pro,Ethernet,Transfer Out,1786.82,ACC-1bcd177c,27383.13,True,25596.31,,ACC-2345hjg,Wells Fargo,Business Owner,0
TXN-7c435674e5,USER-06f3e8f4,2025-03-14T16:16:48+00:00,2025-03-15T01:16:48+09:00,"Chicago, USA",98.23.91.139,iPhone-13,Cellular,Purchase,5839.73,ACC-570a971f,26216.84,True,20377.11,Amazon,,,Business Owner,0
TXN-a91c6eab0a,USER-71c94c57,2025-03-14T13:54:48+00:00,2025-03-14T22:54:48+09:00,"Tokyo, Japan",210.153.122.127,iPhone-13,Wi-Fi,Purchase,5394.36,ACC-56e893d6,66490.72,True,61096.36,Walmart,,,Business Owner,0
TXN-2e3e9dbbb3,USER-f83ab031,2025-03-14T13:57:48+00:00,2025-03-14T09:57:48-04:00,"New York, USA",73.56.61.203,iPhone-13,Wi-Fi,Purchase,39715.15,ACC-7342bc54,139644.57,True,99929.42,Vanguard,,,Investor,0
TXN-4738c12dad,USER-f83ab031,2025-03-15T06:45:48+00:00,2025-03-15T02:45:48-04:00,"Rome, Italy",151.13.242.172,MacBook Pro,Cellular,Purchase,11419.04,ACC-1ca6e2b3,440151.55,True,428732.51,Robinhood,,,Investor,0
TXN-2b792f13ba,USER-febd971c,2025-03-14T13:52:48+00:00,2025-03-14T09:52:48-04:00,"New York, USA",73.56.85.237,Samsung Galaxy,Cellular,Withdrawal,469.01,ACC-1ecbdd5b,6814.69,True,6345.68,,,,Retiree,0
TXN-50dbb56a94,USER-936a5172,2025-03-14T13:59:48+00:00,2025-03-14T14:59:48+01:00,"Berlin, Germany",88.99.162.23,MacBook Pro,Cellular,Transfer Out,6641.1,ACC-790e6e23,20065.33,True,13424.23,,ACC-2345hjg,Wells Fargo,Business Owner,0
TXN-1d5ca32b58,USER-936a5172,2025-03-14T16:23:48+00:00,2025-03-14T17:23:48+01:00,"New York, USA",73.56.53.253,Dell Laptop,Wi-Fi,Transfer In,6810.95,ACC-771d413a,18369.18,True,25180.13,,,,Business Owner,0
TXN-2af1d3aeb9,USER-936a5172,2025-03-14T18:47:48+00:00,2025-03-14T19:47:48+01:00,"New York, USA",73.56.238.111,MacBook Pro,Wi-Fi,Transfer Out,3855.05,ACC-7fbd54cb,90959.85,True,87104.8,,ACC-774683nf,Bank of America,Business Owner,0
TXN-4874d73962,USER-3447ec94,2025-03-14T13:55:48+00:00,2025-03-14T08:55:48-05:00,"Chicago, USA",98.23.3.1,iPhone-13,Wi-Fi,Transfer Out,5256.9,ACC-251eaf3a,95145.87,True,89888.97,,ACC-774683nf,Chase Bank,Business Owner,0
TXN-4daee75f34,USER-71b4dd80,2025-03-14T13:53:48+00:00,2025-03-14T14:53:48+01:00,"Rome, Italy",151.13.200.160,iPhone-13,Wi-Fi,Purchase,18728.97,ACC-ce18019b,199310.67,True,180581.7,Vanguard,,,Investor,0
TXN-d78d634570,USER-71b4dd80,2025-03-15T06:41:48+00:00,2025-03-15T07:41:48+01:00,"Rome, Italy",151.13.2.219,iPhone-13,Cellular,Purchase,15887.48,ACC-49d4f44b,286339.53,True,270452.05,Vanguard,,,Investor,0
TXN-27f5283515,USER-68a84ab1,2025-03-14T13:59:48+00:00,2025-03-14T22:59:48+09:00,"Seoul, South Korea",121.254.67.206,Dell Laptop,Wi-Fi,Purchase,35295.69,ACC-13b361fb,394507.17,True,359211.48,Vanguard,,,Investor,0
TXN-40f5d03d8b,USER-68a84ab1,2025-03-15T06:47:48+00:00,2025-03-15T15:47:48+09:00,"New York, USA",73.56.87.125,Dell Laptop,Wi-Fi,Transfer Out,6435.51,ACC-0a3fa1b6,303470.05,True,297034.54,,ACC-774683nf,Bank of America,Investor,0
TXN-d6e6d82d9e,USER-4d2cdbdd,2025-03-14T13:57:48+00:00,2025-03-14T21:57:48+08:00,"Shanghai, China",203.195.9.2,MacBook Pro,Ethernet,Transfer Out,29579.2,ACC-e11b7cf0,178820.0,True,149240.8,,ACC-774683nf,Goldman Sachs,Investor,0
TXN-43d81f3ef7,USER-4d2cdbdd,2025-03-15T06:45:48+00:00,2025-03-15T14:45:48+08:00,"Seoul, South Korea",121.254.247.46,MacBook Pro,Wi-Fi,Purchase,26504.39,ACC-e11b7cf0,149240.8,True,122736.41,Vanguard,,,Investor,0
TXN-27e1feffb5,USER-4d2cdbdd,2025-03-15T23:33:48+00:00,2025-03-16T07:33:48+08:00,"Chicago, USA",98.23.129.53,MacBook Pro,Cellular,Withdrawal,10582.5,ACC-3e32bd07,64932.98,True,54350.48,,,,Investor,0
TXN-0dae830c2f,USER-4d2cdbdd,2025-03-16T16:21:48+00:00,2025-03-17T00:21:48+08:00,"Paris, France",51.75.55.73,iPhone-13,Cellular,Transfer Out,8400.85,ACC-e11b7cf0,122736.41,True,114335.56,,ACC-836gfu98,Wells Fargo,Investor,0
TXN-652596c069,USER-f9068f4d,2025-03-14T13:52:48+00:00,2025-03-14T14:52:48+01:00,"Rome, Italy",151.13.59.212,MacBook Pro,Cellular,Purchase,9657.25,ACC-bbc6c520,97560.74,True,87903.49,Walmart,,,Business Owner,0
TXN-4c72e63885,USER-f9068f4d,2025-03-14T16:16:48+00:00,2025-03-14T17:16:48+01:00,"Rome, Italy",151.13.215.234,Dell Laptop,Ethernet,Deposit,9300.27,ACC-ae007730,18562.86,True,27863.13,,,,Business Owner,0
TXN-6996240d0f,USER-f9068f4d,2025-03-14T18:40:48+00:00,2025-03-14T19:40:48+01:00,"Tokyo, Japan",210.153.220.15,iPhone-13,Ethernet,Deposit,4812.12,ACC-ae007730,27863.13,True,32675.25,,,,Business Owner,0
TXN-e232fc1092,USER-f0c17bf8,2025-03-14T13:58:48+00:00,2025-03-14T14:58:48+01:00,"Madrid, Spain",213.97.59.219,Samsung Galaxy,Wi-Fi,Withdrawal,747.57,ACC-63cd7d41,2472.71,True,1725.14,,,,Retiree,0
TXN-d48125dd72,USER-f0c17bf8,2025-03-16T07:58:48+00:00,2025-03-16T08:58:48+01:00,"Los Angeles, USA",172.58.65.39,iPhone-12,Wi-Fi,Transfer Out,919.05,ACC-7d8f51ef,2645.54,True,1726.49,,ACC-836gfu98,Bank of America,Retiree,0
TXN-209d763014,USER-f0c17bf8,2025-03-18T01:58:48+00:00,2025-03-18T02:58:48+01:00,"Madrid, Spain",213.97.127.82,Samsung Galaxy,Cellular,Transfer Out,692.49,ACC-7d8f51ef,1726.49,True,1034.0,,ACC-774683nf,Wells Fargo,Retiree,0
TXN-b6052fe585,USER-f0c17bf8,2025-03-19T19:58:48+00:00,2025-03-19T20:58:48+01:00,"New York, USA",73.56.120.223,iPhone-12,Cellular,Transfer Out,925.11,ACC-63cd7d41,1725.14,True,800.03,,ACC-774683nf,Bank of America,Retiree,0
TXN-886a0ac81d,USER-9238cfbb,2025-03-14T13:55:48+00:00,2025-03-14T14:55:48+01:00,"Madrid, Spain",213.97.67.86,iPhone-12,Cellular,Withdrawal,572.1,ACC-8b6281d6,7592.18,True,7020.08,,,,Retiree,0
TXN-0d1a7006e0,USER-a171395b,2025-03-14T13:57:48+00:00,2025-03-14T14:57:48+01:00,"Paris, France",51.75.13.225,iPhone-12,Cellular,Transfer Out,600.46,ACC-2cc32ee3,6483.28,True,5882.82,,ACC-774683nf,Wells Fargo,Retiree,0
TXN-a80621c999,USER-a171395b,2025-03-16T07:57:48+00:00,2025-03-16T08:57:48+01:00,"Chicago, USA",98.23.249.133,iPhone-12,Wi-Fi,Withdrawal,154.24,ACC-2cc32ee3,5882.82,True,5728.58,,,,Retiree,0
TXN-c35ca6a375,USER-a171395b,2025-03-18T01:57:48+00:00,2025-03-18T02:57:48+01:00,"Berlin, Germany",88.99.244.159,Samsung Galaxy,Wi-Fi,Transfer Out,948.82,ACC-2cc32ee3,5728.58,True,4779.76,,ACC-774683nf,Wells Fargo,Retiree,0
TXN-97387e58b6,USER-0412b729,2025-03-14T13:57:48+00:00,2025-03-14T08:57:48-05:00,"Chicago, USA",98.23.220.42,MacBook Pro,Cellular,Investment,6624.5,ACC-229fe893,473132.63,True,473132.63,,,,Investor,0
TXN-a453f77b04,USER-0412b729,2025-03-15T06:45:48+00:00,2025-03-15T01:45:48-05:00,"Rome, Italy",151.13.193.240,Dell Laptop,Wi-Fi,Transfer Out,26939.9,ACC-c3af8e8f,242632.48,True,215692.58,,ACC-836gfu98,Goldman Sachs,Investor,0
TXN-48dc4e1873,USER-0412b729,2025-03-15T23:33:48+00:00,2025-03-15T18:33:48-05:00,"Seoul, South Korea",121.254.160.204,iPhone-13,Ethernet,Purchase,5245.62,ACC-229fe893,473132.63,True,467887.01,Vanguard,,,Investor,0
TXN-049f7dd68e,USER-0412b729,2025-03-16T16:21:48+00:00,2025-03-16T11:21:48-05:00,"New York, USA",73.56.95.234,MacBook Pro,Wi-Fi,Withdrawal,9881.89,ACC-c3af8e8f,215692.58,True,205810.69,,,,Investor,0
TXN-8104d5b452,USER-0412b729,2025-03-17T09:09:48+00:00,2025-03-17T04:09:48-05:00,"Los Angeles, USA",172.58.211.17,Dell Laptop,Cellular,Withdrawal,28121.34,ACC-c3af8e8f,205810.69,True,177689.35,,,,Investor,0
TXN-10d56cb558,USER-b51b11a2,2025-03-14T13:55:48+00:00,2025-03-14T14:55:48+01:00,"Rome, Italy",151.13.150.231,Dell Laptop,Cellular,Withdrawal,12551.42,ACC-c2d639fa,117938.59,True,105387.17,,,,Investor,0
TXN-dfc3c71d95,USER-b51b11a2,2025-03-15T06:43:48+00:00,2025-03-15T07:43:48+01:00,"Seoul, South Korea",121.254.188.158,iPhone-13,Wi-Fi,Transfer Out,19342.7,ACC-c2d639fa,105387.17,True,86044.47,,ACC-342gdf87,Goldman Sachs,Investor,0
TXN-9b41e27880,USER-e72bcdd0,2025-03-14T14:01:48+00:00,2025-03-14T22:01:48+08:00,"Shanghai, China",203.195.131.58,Dell Laptop,Cellular,Withdrawal,19861.34,ACC-26187230,290038.47,True,270177.13,,,,Investor,0
TXN-219aeee05e,USER-e72bcdd0,2025-03-15T06:49:48+00:00,2025-03-15T14:49:48+08:00,"Tokyo, Japan",210.153.7.180,Dell Laptop,Wi-Fi,Withdrawal,2724.73,ACC-b7835f23,310570.9,True,307846.17,,,,Investor,0
TXN-dd4eefa813,USER-e72bcdd0,2025-03-15T23:37:48+00:00,2025-03-16T07:37:48+08:00,"Madrid, Spain",213.97.162.116,Dell Laptop,Ethernet,Investment,27739.96,ACC-b7835f23,307846.17,True,307846.17,,,,Investor,0
TXN-22c725b09e,USER-e72bcdd0,2025-03-16T16:25:48+00:00,2025-03-17T00:25:48+08:00,"Shanghai, China",203.195.11.223,Dell Laptop,Cellular,Withdrawal,47502.21,ACC-b7835f23,307846.17,True,260343.96,,,,Investor,0
TXN-cbd7937fcf,USER-e72bcdd0,2025-03-17T09:13:48+00:00,2025-03-17T17:13:48+08:00,"Shanghai, China",203.195.217.33,Dell Laptop,Wi-Fi,Investment,24331.05,ACC-b7835f23,260343.96,True,260343.96,,,,Investor,0
TXN-262d154b9d,USER-cc498fd1,2025-03-14T13:54:48+00:00,2025-03-14T14:54:48+01:00,"Berlin, Germany",88.99.94.105,Samsung Galaxy,Wi-Fi,Transfer Out,253.29,ACC-242851ab,2281.83,True,2028.54,,ACC-836gfu98,Wells Fargo,Retiree,0
TXN-10acd40a6f,USER-10166b81,2025-03-14T13:58:48+00:00,2025-03-14T22:58:48+09:00,"Seoul, South Korea",121.254.61.241,MacBook Pro,Ethernet,Purchase,34280.84,ACC-f3b28f76,96898.67,True,62617.83,Robinhood,,,Investor,0
TXN-f382b0a4bf,USER-10166b81,2025-03-15T06:46:48+00:00,2025-03-15T15:46:48+09:00,"Paris, France",51.75.50.85,MacBook Pro,Cellular,Investment,40004.16,ACC-85521316,88149.0,True,88149.0,,,,Investor,0
TXN-93baa07ced,USER-10166b81,2025-03-15T23:34:48+00:00,2025-03-16T08:34:48+09:00,"Rome, Italy",151.13.43.136,MacBook Pro,Cellular,Purchase,22651.18,ACC-f3b28f76,62617.83,True,39966.65,Vanguard,,,Investor,0
TXN-4b6db1a26c,USER-9072f128,2025-03-14T13:57:48+00:00,2025-03-14T14:57:48+01:00,"Paris, France",51.75.145.136,Dell Laptop,Wi-Fi,Purchase,14089.07,ACC-9f40911b,371690.04,True,357600.97,Vanguard,,,Investor,0
