transaction_id,user_id,bank_timestamp,local_timestamp,location,ip_address,device_id,network_type,type,amount,account_id,balance_before,granted,balance_after,merchant_name,recipient_id,recipient_bank,behavior_type,fraud_label
TXN-a7cacb3ee6,USER-1207b81b,2025-03-11T15:22:29-05:00,2025-03-11T20:22:29+00:00,"Chicago, USA",98.23.226.75,MacBook Pro,Wi-Fi,Withdrawal,297.12,ACC-3cbadc82,2863.1,True,2565.98,,,,Everyday Spender,0
TXN-a4bf84073a,USER-e8ca0ac2,2025-03-11T21:22:29+01:00,2025-03-11T20:22:29+00:00,"Paris, France",51.75.159.255,MacBook Pro,Wi-Fi,Deposit,1061.08,ACC-57ce79aa,712.0,True,1773.08,,,,Business Owner,0
TXN-b13fc8641c,USER-1b17bb5c,2025-03-11T21:22:29+01:00,2025-03-11T20:22:29+00:00,"Berlin, Germany",88.99.145.121,Dell Laptop,Wi-Fi,Withdrawal,4106.34,ACC-2c94d310,4450.0,True,343.65999999999985,,,,Business Owner,0
TXN-ab1b56e7cf,USER-a7746ed0,2025-03-11T13:22:29-07:00,2025-03-11T20:22:29+00:00,"Los Angeles, USA",172.58.35.204,Dell Laptop,Wi-Fi,Transfer In,3014.74,ACC-3f6a6539,2775.0,True,2775.0,,,,Business Owner,0
TXN-1cb0e84c57,USER-a7746ed0,2025-03-11T13:22:29-07:00,2025-03-11T20:22:29+00:00,"Los Angeles, USA",172.58.225.200,iPhone-13,Ethernet,Deposit,2239.74,ACC-3f6a6539,2775.0,True,5014.74,,,,Business Owner,0
TXN-639dec6bd5,USER-a7746ed0,2025-03-11T21:22:29+01:00,2025-03-11T20:22:29+00:00,"Rome, Italy",151.13.56.51,iPhone-13,Wi-Fi,Purchase,3706.04,ACC-3f6a6539,5014.74,True,1308.6999999999998,,,,Business Owner,0
TXN-6e3e4bde23,USER-a7746ed0,2025-03-11T21:22:29+01:00,2025-03-11T20:22:29+00:00,"Rome, Italy",151.13.153.1,MacBook Pro,Ethernet,Transfer Out,3338.87,ACC-3f6a6539,1308.6999999999998,False,1308.6999999999998,,,,Business Owner,0
TXN-4763701c3f,USER-a7746ed0,2025-03-11T16:22:29-04:00,2025-03-11T20:22:29+00:00,"New York, USA",73.56.102.36,iPhone-13,Wi-Fi,Transfer In,355.95,ACC-3f6a6539,1308.6999999999998,True,1308.6999999999998,,,,Business Owner,0
TXN-49bd38e30f,USER-a79e1164,2025-03-11T16:22:29-04:00,2025-03-11T20:22:29+00:00,"New York, USA",73.56.181.159,iPhone-13,Wi-Fi,Purchase,30.36,ACC-41b18519,5912.0,True,5881.64,,,,Everyday Spender,0
TXN-84aae7dd3e,USER-a79e1164,2025-03-11T16:22:29-04:00,2025-03-11T20:22:29+00:00,"New York, USA",73.56.18.31,iPhone-13,Wi-Fi,Purchase,151.12,ACC-41b18519,5881.64,True,5730.52,,,,Everyday Spender,0
TXN-d96483ee86,USER-a79e1164,2025-03-11T15:22:29-05:00,2025-03-11T20:22:29+00:00,"Chicago, USA",98.23.242.11,iPhone-13,Cellular,Withdrawal,161.55,ACC-41b18519,5730.52,True,5568.97,,,,Everyday Spender,0
TXN-11cec6e69b,USER-a79e1164,2025-03-11T15:22:29-05:00,2025-03-11T20:22:29+00:00,"Chicago, USA",98.23.165.34,iPhone-13,Cellular,Withdrawal,57.85,ACC-41b18519,5568.97,True,5511.12,,,,Everyday Spender,0
TXN-67d5bb016e,USER-a79e1164,2025-03-11T15:22:29-05:00,2025-03-11T20:22:29+00:00,"Chicago, USA",98.23.2.231,iPhone-13,Wi-Fi,Transfer Out,345.8,ACC-41b18519,5511.12,True,5165.32,,,,Everyday Spender,0
