transaction_id,user_id,bank_timestamp,local_timestamp,location,ip_address,device_id,network_type,type,amount,account_id,balance_before,granted,balance_after,merchant_name,recipient_id,recipient_bank,behavior_type,fraud_label
TXN-7074b550b4,USER-adf4dc09,2025-03-15 03:37:53+00:00,2025-03-15T04:37:53+01:00,"Paris, France",51.75.18.50,Samsung Galaxy,Cellular,Purchase,664.43,ACC-79128a59,8213.11,True,7548.68,Costco,,,Retiree,0
TXN-339e61069e,USER-c5f0fd0d,2025-03-15 12:30:00+00:00,2025-03-15T09:30:00-03:00,"Zurich, Switzerland",81.123.45.67,iPhone-14,Secure VPN Connection,Transfer Out,50000.0,ACC-fcccd601,881230.62,True,831230.62,,ACC-12345678,UBS,Money Laundering,1
TXN-011b20ad5f,USER-1b1169ac,2025-03-15 12:30:00+00:00,2025-03-15T09:30:00-03:00,"Zurich, Switzerland",81.2.3.4,iPhone-14,Secure VPN Connection,Transfer Out,75000.0,ACC-55dc2960,865221.9299999999,True,790221.9299999999,,ACC-12345678,Credit Suisse,Money Laundering,1
TXN-43f0aa231c,USER-1b1169ac,2025-03-16 10:45:00+00:00,2025-03-16T07:45:00-03:00,"São Paulo, Brazil",200.1.2.3,Lenovo ThinkPad,Cellular,Transfer Out,85000.0,ACC-55dc2960,790221.9299999999,True,705221.9299999999,,ACC-12345678,HSBC,Money Laundering,1
TXN-2f7fc2737c,USER-c5f0fd0d,2025-03-16 14:45:00+00:00,2025-03-16T11:45:00-03:00,"Geneva, Switzerland",81.123.45.68,Samsung Galaxy S22,Secure VPN Connection,Transfer Out,75000.0,ACC-fcccd601,831230.62,True,756230.62,,ACC-98765432,Credit Suisse,Money Laundering,1
TXN-ed780915e5,USER-adf4dc09,2025-03-16 21:37:53+00:00,2025-03-16T22:37:53+01:00,"Paris, France",51.75.105.29,iPhone-12,Cellular,Withdrawal,883.13,ACC-756abef6,819.6,False,819.6,,,,Retiree,0
TXN-f6f4cc402a,USER-1b1169ac,2025-03-17 12:00:00+00:00,2025-03-17T09:00:00-03:00,"London, UK",81.2.3.5,iPhone-14,Secure VPN Connection,Transfer Out,75000.0,ACC-55dc2960,705221.9299999999,True,630221.9299999999,,ACC-12345678,HSBC,Money Laundering,1
TXN-f17ec1286d,USER-c5f0fd0d,2025-03-17 16:00:00+00:00,2025-03-17T13:00:00-03:00,"London, UK",81.123.45.69,iPhone-14,Secure VPN Connection,Transfer Out,60000.0,ACC-fcccd601,756230.62,True,696230.62,,ACC-12345678,HSBC,Money Laundering,1
TXN-e57a13c13e,USER-c5f0fd0d,2025-03-18 10:00:00+00:00,2025-03-18T07:00:00-03:00,"Paris, France",81.123.45.70,iPhone-14,Secure VPN Connection,Transfer Out,55000.0,ACC-fcccd601,696230.62,True,641230.62,,ACC-98765432,Credit Suisse,Money Laundering,1
TXN-7e67b1c22a,USER-1b1169ac,2025-03-18 14:30:00+00:00,2025-03-18T11:30:00-03:00,"Paris, France",81.2.3.6,iPhone-14,Secure VPN Connection,Transfer Out,50000.0,ACC-55dc2960,630221.9299999999,True,580221.9299999999,,ACC-12345678,HSBC,Money Laundering,1
TXN-6fcbc8a423,USER-adf4dc09,2025-03-18 15:37:53+00:00,2025-03-18T16:37:53+01:00,"Madrid, Spain",213.97.29.245,Samsung Galaxy,Wi-Fi,Withdrawal,289.06,ACC-7c58ed7f,6212.92,True,5923.86,,,,Retiree,0
TXN-0414dd2cee,USER-adf4dc09,2025-03-20 09:37:53+00:00,2025-03-20T10:37:53+01:00,"Los Angeles, USA",172.58.184.215,iPhone-12,Cellular,Transfer Out,239.36,ACC-756abef6,819.6,True,580.24,,ACC-836gfu98,Bank of America,Retiree,0
TXN-c60eba6682,USER-778b3a30,2025-03-20 09:46:53+00:00,2025-03-20T18:46:53+09:00,"Seoul, South Korea",121.254.47.85,iPhone-13,Wi-Fi,Withdrawal,11854.21,ACC-f023e8d5,307775.58,True,295921.37,,,,Investor,0
TXN-67f96cb32f,USER-778b3a30,2025-03-21 02:34:53+00:00,2025-03-21T11:34:53+09:00,"Tokyo, Japan",210.153.192.104,MacBook Pro,Ethernet,Transfer Out,37673.17,ACC-c99348dc,494900.43,True,457227.26,,ACC-342gdf87,Wells Fargo,Investor,0
TXN-5b458601b0,USER-778b3a30,2025-03-21 19:22:53+00:00,2025-03-22T04:22:53+09:00,"Shanghai, China",203.195.50.127,Dell Laptop,Cellular,Purchase,30222.73,ACC-c99348dc,457227.26,True,427004.53,Vanguard,,,Investor,0
TXN-f085408fbe,USER-778b3a30,2025-03-22 12:10:53+00:00,2025-03-22T21:10:53+09:00,"Shanghai, China",203.195.196.1,MacBook Pro,Ethernet,Transfer Out,26065.46,ACC-c99348dc,427004.53,True,400939.07,,ACC-342gdf87,Bank of America,Investor,0
TXN-dcde2d4741,USER-778b3a30,2025-03-23 04:58:53+00:00,2025-03-23T13:58:53+09:00,"Paris, France",51.75.1.62,iPhone-13,Ethernet,Transfer Out,12494.63,ACC-f023e8d5,295921.37,True,283426.74,,ACC-774683nf,Goldman Sachs,Investor,0
TXN-98779e2523,USER-778b3a30,2025-03-23 21:46:53+00:00,2025-03-24T06:46:53+09:00,"Tokyo, Japan",210.153.72.147,iPhone-13,Ethernet,Purchase,28906.08,ACC-f023e8d5,283426.74,True,254520.66,Fidelity,,,Investor,0
TXN-5f162f1978,USER-62c1572e,2025-03-23 21:53:53+00:00,2025-03-23T22:53:53+01:00,"Rome, Italy",151.13.19.92,iPhone-13,Wi-Fi,Transfer Out,5861.08,ACC-4b78f30f,22539.32,True,16678.239999999998,,ACC-774683nf,Wells Fargo,Business Owner,0
TXN-7ebd251d15,USER-62c1572e,2025-03-24 00:17:53+00:00,2025-03-24T01:17:53+01:00,"Chicago, USA",98.23.217.25,MacBook Pro,Wi-Fi,Transfer Out,7123.58,ACC-4b78f30f,16678.239999999998,True,9554.659999999998,,ACC-836gfu98,Chase Bank,Business Owner,0
TXN-592e2af22e,USER-62c1572e,2025-03-24 02:41:53+00:00,2025-03-24T03:41:53+01:00,"Rome, Italy",151.13.3.181,Dell Laptop,Ethernet,Deposit,9711.22,ACC-d918855c,49561.72,True,59272.94,,,,Business Owner,0
TXN-741a754293,USER-67b694f6,2025-03-24 02:46:53+00:00,2025-03-24T10:46:53+08:00,"Shanghai, China",203.195.46.16,MacBook Pro,Ethernet,Deposit,1104.03,ACC-cb650134,99321.57,True,100425.6,,,,Business Owner,0
TXN-1137f99332,USER-67b694f6,2025-03-24 05:10:53+00:00,2025-03-24T13:10:53+08:00,"Tokyo, Japan",210.153.30.20,MacBook Pro,Cellular,Withdrawal,1133.84,ACC-a02c14f6,64322.68,True,63188.84,,,,Business Owner,0
TXN-3ab56f8cd2,USER-67b694f6,2025-03-24 07:34:53+00:00,2025-03-24T15:34:53+08:00,"Madrid, Spain",213.97.95.113,iPhone-13,Ethernet,Purchase,1278.32,ACC-cb650134,100425.6,True,99147.28,Amazon,,,Business Owner,0
TXN-5e7b597fd9,USER-67b694f6,2025-03-24 09:58:53+00:00,2025-03-24T17:58:53+08:00,"Tokyo, Japan",210.153.108.148,MacBook Pro,Cellular,Withdrawal,2636.29,ACC-9f56a834,55359.57,True,52723.28,,,,Business Owner,0
TXN-0b8befe300,USER-3101594a,2025-03-24 09:59:53+00:00,2025-03-24T10:59:53+01:00,"Rome, Italy",151.13.21.175,Samsung Galaxy,Wi-Fi,Transfer Out,430.89,ACC-fdec552c,7792.21,True,7361.32,,ACC-774683nf,Bank of America,Retiree,0
TXN-44b53ebfb1,USER-3101594a,2025-03-26 03:59:53+00:00,2025-03-26T04:59:53+01:00,"Rome, Italy",151.13.247.38,Samsung Galaxy,Cellular,Transfer Out,767.04,ACC-46d88465,5660.91,True,4893.87,,ACC-836gfu98,Bank of America,Retiree,0
TXN-b95c39d9d0,USER-3101594a,2025-03-27 21:59:53+00:00,2025-03-27T22:59:53+01:00,"Rome, Italy",151.13.232.117,Samsung Galaxy,Cellular,Withdrawal,355.27,ACC-be267ff9,618.19,True,262.9200000000001,,,,Retiree,0
TXN-7e44136709,USER-3101594a,2025-03-29 15:59:53+00:00,2025-03-29T16:59:53+01:00,"Los Angeles, USA",172.58.3.134,Samsung Galaxy,Cellular,Purchase,771.67,ACC-fdec552c,7361.32,True,6589.65,Costco,,,Retiree,0
TXN-7ce9af30c4,USER-3101594a,2025-03-31 09:59:53+00:00,2025-03-31T10:59:53+01:00,"Paris, France",51.75.148.162,Samsung Galaxy,Wi-Fi,Purchase,544.99,ACC-46d88465,4893.87,True,4348.88,Costco,,,Retiree,0
TXN-4270df89b1,USER-da1043f3,2025-03-31 10:02:53+00:00,2025-03-31T12:02:53+02:00,"Berlin, Germany",88.99.219.178,iPhone-12,Wi-Fi,Purchase,262.44,ACC-81cdac9d,3893.99,True,3631.55,Walmart,,,Retiree,0
TXN-8a4e1ffb73,USER-da1043f3,2025-04-02 04:02:53+00:00,2025-04-02T06:02:53+02:00,"Berlin, Germany",88.99.180.171,iPhone-12,Wi-Fi,Purchase,860.12,ACC-81cdac9d,3631.55,True,2771.43,Walmart,,,Retiree,0
TXN-990d11611f,USER-da1043f3,2025-04-03 22:02:53+00:00,2025-04-04T00:02:53+02:00,"Rome, Italy",151.13.230.47,Samsung Galaxy,Cellular,Purchase,612.25,ACC-bd5d87bf,7582.16,True,6969.91,Costco,,,Retiree,0
TXN-8f16b16735,USER-845d5eba,2025-04-03 22:10:53+00:00,2025-04-04T00:10:53+02:00,"Berlin, Germany",88.99.108.102,iPhone-13,Wi-Fi,Deposit,5154.01,ACC-3977cfc3,41294.32,True,46448.33,,,,Business Owner,0
TXN-ca5aacbae7,USER-845d5eba,2025-04-04 00:34:53+00:00,2025-04-04T02:34:53+02:00,"Rome, Italy",151.13.203.10,Dell Laptop,Wi-Fi,Withdrawal,7391.07,ACC-a9b22356,45443.98,True,38052.91,,,,Business Owner,0
TXN-5b82b0f0f7,USER-845d5eba,2025-04-04 02:58:53+00:00,2025-04-04T04:58:53+02:00,"Tokyo, Japan",210.153.89.18,MacBook Pro,Cellular,Transfer In,8355.29,ACC-a9b22356,38052.91,True,46408.2,,,,Business Owner,0
TXN-b4beb73df6,USER-845d5eba,2025-04-04 05:22:53+00:00,2025-04-04T07:22:53+02:00,"Berlin, Germany",88.99.122.161,iPhone-13,Ethernet,Purchase,5095.99,ACC-d0871012,27079.9,True,21983.910000000003,Walmart,,,Business Owner,0
TXN-c24921806d,USER-845d5eba,2025-04-04 07:46:53+00:00,2025-04-04T09:46:53+02:00,"Seoul, South Korea",121.254.237.120,MacBook Pro,Cellular,Withdrawal,3481.78,ACC-a9b22356,46408.2,True,42926.420000000006,,,,Business Owner,0
TXN-702a69a4f4,USER-845d5eba,2025-04-04 10:10:53+00:00,2025-04-04T12:10:53+02:00,"Paris, France",51.75.227.223,Dell Laptop,Cellular,Withdrawal,9676.78,ACC-e8f19a80,43059.18,True,33382.4,,,,Business Owner,0
TXN-1a4badc994,USER-788919af,2025-04-04 10:12:53+00:00,2025-04-04T06:12:53-04:00,"New York, USA",73.56.162.54,iPhone-13,Wi-Fi,Withdrawal,46238.55,ACC-3d56043d,209400.51,True,163161.96000000002,,,,Investor,0
TXN-f47b245e6f,USER-788919af,2025-04-05 03:00:53+00:00,2025-04-04T23:00:53-04:00,"Los Angeles, USA",172.58.89.52,Dell Laptop,Ethernet,Investment,13658.43,ACC-aee58645,14703.45,True,14703.45,,,,Investor,0
TXN-3cb2c794b9,USER-788919af,2025-04-05 19:48:53+00:00,2025-04-05T15:48:53-04:00,"Berlin, Germany",88.99.222.48,MacBook Pro,Cellular,Investment,3009.39,ACC-9856a0a3,288143.3,True,288143.3,,,,Investor,0
TXN-c7076cf6e0,USER-788919af,2025-04-06 12:36:53+00:00,2025-04-06T08:36:53-04:00,"Seoul, South Korea",121.254.201.168,iPhone-13,Wi-Fi,Purchase,34526.83,ACC-aee58645,14703.45,False,14703.45,Fidelity,,,Investor,0
TXN-b8a13fe153,USER-788919af,2025-04-07 05:24:53+00:00,2025-04-07T01:24:53-04:00,"Los Angeles, USA",172.58.136.224,MacBook Pro,Ethernet,Withdrawal,12245.82,ACC-3d56043d,163161.96000000002,True,150916.14,,,,Investor,0
TXN-e6f4c624d2,USER-788919af,2025-04-07 22:12:53+00:00,2025-04-07T18:12:53-04:00,"Madrid, Spain",213.97.145.21,Dell Laptop,Ethernet,Withdrawal,39740.37,ACC-aee58645,14703.45,False,14703.45,,,,Investor,0
TXN-7023d11a22,USER-db25ee0b,2025-04-07 22:22:53+00:00,2025-04-08T07:22:53+09:00,"Seoul, South Korea",121.254.81.9,MacBook Pro,Wi-Fi,Deposit,9837.53,ACC-278e1c25,25814.08,True,35651.61,,,,Business Owner,0
TXN-4a62bd8f94,USER-db25ee0b,2025-04-08 00:46:53+00:00,2025-04-08T09:46:53+09:00,"Seoul, South Korea",121.254.212.164,iPhone-13,Wi-Fi,Withdrawal,951.02,ACC-880df333,18867.66,True,17916.64,,,,Business Owner,0
TXN-b78a1626ea,USER-db25ee0b,2025-04-08 03:10:53+00:00,2025-04-08T12:10:53+09:00,"New York, USA",73.56.232.11,Dell Laptop,Cellular,Withdrawal,756.48,ACC-811fbe24,38402.09,True,37645.60999999999,,,,Business Owner,0
TXN-0493108658,USER-db25ee0b,2025-04-08 05:34:53+00:00,2025-04-08T14:34:53+09:00,"Madrid, Spain",213.97.76.107,Dell Laptop,Wi-Fi,Transfer Out,5557.1,ACC-15d02224,73441.32,True,67884.22,,ACC-836gfu98,Bank of America,Business Owner,0
TXN-248809c6c1,USER-db25ee0b,2025-04-08 07:58:53+00:00,2025-04-08T16:58:53+09:00,"Shanghai, China",203.195.226.111,iPhone-13,Ethernet,Transfer Out,5020.96,ACC-811fbe24,37645.60999999999,True,32624.65,,ACC-2345hjg,Chase Bank,Business Owner,0
TXN-8309e577b9,USER-db25ee0b,2025-04-08 10:22:53+00:00,2025-04-08T19:22:53+09:00,"Paris, France",51.75.54.132,MacBook Pro,Ethernet,Purchase,2597.94,ACC-880df333,17916.64,True,15318.7,Office Depot,,,Business Owner,0
TXN-942219e3a0,USER-0e144ecf,2025-04-08 10:28:53+00:00,2025-04-08T06:28:53-04:00,"New York, USA",73.56.247.88,Dell Laptop,Wi-Fi,Transfer Out,1558.37,ACC-4528de1f,84696.2,True,83137.83,,ACC-836gfu98,Wells Fargo,Business Owner,0
TXN-40b294c5af,USER-0e144ecf,2025-04-08 12:52:53+00:00,2025-04-08T08:52:53-04:00,"Shanghai, China",203.195.119.12,MacBook Pro,Wi-Fi,Transfer Out,1537.67,ACC-1de4eba4,99691.42,True,98153.75,,ACC-836gfu98,Bank of America,Business Owner,0
TXN-99b0715652,USER-0e144ecf,2025-04-08 15:16:53+00:00,2025-04-08T11:16:53-04:00,"Berlin, Germany",88.99.106.177,Dell Laptop,Wi-Fi,Deposit,6646.33,ACC-995fd1cc,8982.11,True,15628.44,,,,Business Owner,0
